order_number,customer_name,product_sku,quantity,status
ORD-10512,Customer 0512,SKU-0008,264,delivered
ORD-10513,Customer 0513,SKU-0140,158,delayed
ORD-10514,Customer 0514,SKU-0078,257,confirmed
ORD-10515,Customer 0515,SKU-0104,162,in_transit
ORD-10516,Customer 0516,SKU-0016,90,in_transit
ORD-10517,Customer 0517,SKU-0124,247,confirmed
ORD-10518,Customer 0518,SKU-0037,170,delivered
ORD-10519,Customer 0519,SKU-0082,385,delivered
ORD-10520,Customer 0520,SKU-0089,214,processing
ORD-10521,Customer 0521,SKU-0095,273,in_transit
ORD-10522,Customer 0522,SKU-0082,133,in_transit
ORD-10523,Customer 0523,SKU-0069,240,confirmed
ORD-10524,Customer 0524,SKU-0025,35,confirmed
ORD-10525,Customer 0525,SKU-0099,452,delayed
ORD-10526,Customer 0526,SKU-0064,453,delivered
ORD-10527,Customer 0527,SKU-0084,488,in_transit
ORD-10528,Customer 0528,SKU-0081,107,delayed
ORD-10529,Customer 0529,SKU-0128,273,in_transit
ORD-10530,Customer 0530,SKU-0079,264,processing
ORD-10531,Customer 0531,SKU-0101,268,in_transit
ORD-10532,Customer 0532,SKU-0062,120,in_transit
ORD-10533,Customer 0533,SKU-0013,35,confirmed
ORD-10534,Customer 0534,SKU-0121,156,in_transit
ORD-10535,Customer 0535,SKU-0028,230,processing
ORD-10536,Customer 0536,SKU-0068,382,confirmed
ORD-10537,Customer 0537,SKU-0104,197,processing
ORD-10538,Customer 0538,SKU-0014,301,in_transit
ORD-10539,Customer 0539,SKU-0093,293,confirmed
ORD-10540,Customer 0540,SKU-0099,268,in_transit
ORD-10541,Customer 0541,SKU-0141,153,delivered
ORD-10542,Customer 0542,SKU-0031,75,delivered
ORD-10543,Customer 0543,SKU-0101,201,delayed
ORD-10544,Customer 0544,SKU-0087,295,delivered
ORD-10545,Customer 0545,SKU-0037,111,delayed
ORD-10546,Customer 0546,SKU-0103,266,processing
ORD-10547,Customer 0547,SKU-0010,80,delayed
ORD-10548,Customer 0548,SKU-0122,275,in_transit
ORD-10549,Customer 0549,SKU-0132,81,confirmed
ORD-10550,Customer 0550,SKU-0082,93,confirmed
ORD-10551,Customer 0551,SKU-0077,313,confirmed
ORD-10552,Customer 0552,SKU-0131,282,in_transit
ORD-10553,Customer 0553,SKU-0145,163,in_transit
ORD-10554,Customer 0554,SKU-0005,198,confirmed
ORD-10555,Customer 0555,SKU-0029,223,in_transit
ORD-10556,Customer 0556,SKU-0007,315,in_transit
ORD-10557,Customer 0557,SKU-0149,305,confirmed
ORD-10558,Customer 0558,SKU-0014,308,in_transit
ORD-10559,Customer 0559,SKU-0135,332,delayed
ORD-10560,Customer 0560,SKU-0098,85,delivered
ORD-10561,Customer 0561,SKU-0063,26,in_transit
ORD-10562,Customer 0562,SKU-0029,107,processing
ORD-10563,Customer 0563,SKU-0081,224,confirmed
ORD-10564,Customer 0564,SKU-0053,220,in_transit
ORD-10565,Customer 0565,SKU-0121,456,delivered
ORD-10566,Customer 0566,SKU-0016,371,processing
ORD-10567,Customer 0567,SKU-0054,297,confirmed
ORD-10568,Customer 0568,SKU-0123,279,confirmed
ORD-10569,Customer 0569,SKU-0045,245,delivered
ORD-10570,Customer 0570,SKU-0088,289,confirmed
ORD-10571,Customer 0571,SKU-0068,322,in_transit
ORD-10572,Customer 0572,SKU-0064,152,in_transit
ORD-10573,Customer 0573,SKU-0058,492,delivered
ORD-10574,Customer 0574,SKU-0077,404,confirmed
ORD-10575,Customer 0575,SKU-0054,363,delayed
ORD-10576,Customer 0576,SKU-0082,255,confirmed
ORD-10577,Customer 0577,SKU-0071,157,processing
ORD-10578,Customer 0578,SKU-0140,204,delivered
ORD-10579,Customer 0579,SKU-0102,429,confirmed
ORD-10580,Customer 0580,SKU-0038,158,processing
ORD-10581,Customer 0581,SKU-0021,187,delivered
ORD-10582,Customer 0582,SKU-0066,392,in_transit
ORD-10583,Customer 0583,SKU-0052,433,in_transit
ORD-10584,Customer 0584,SKU-0144,366,confirmed
ORD-10585,Customer 0585,SKU-0028,325,delayed
ORD-10586,Customer 0586,SKU-0062,134,processing
ORD-10587,Customer 0587,SKU-0136,125,delayed
ORD-10588,Customer 0588,SKU-0014,61,in_transit
ORD-10589,Customer 0589,SKU-0121,61,delayed
ORD-10590,Customer 0590,SKU-0036,12,delivered
ORD-10591,Customer 0591,SKU-0041,218,delayed
ORD-10592,Customer 0592,SKU-0122,254,delayed
ORD-10593,Customer 0593,SKU-0074,174,confirmed
ORD-10594,Customer 0594,SKU-0016,474,delayed
ORD-10595,Customer 0595,SKU-0147,128,in_transit
ORD-10596,Customer 0596,SKU-0010,477,delivered
ORD-10597,Customer 0597,SKU-0107,461,delivered
ORD-10598,Customer 0598,SKU-0010,438,confirmed
ORD-10599,Customer 0599,SKU-0127,105,delivered
ORD-10600,Customer 0600,SKU-0075,458,processing
ORD-10601,Customer 0601,SKU-0077,300,delayed
ORD-10602,Customer 0602,SKU-0086,155,in_transit
ORD-10603,Customer 0603,SKU-0140,278,in_transit
ORD-10604,Customer 0604,SKU-0035,445,in_transit
ORD-10605,Customer 0605,SKU-0070,108,delivered
ORD-10606,Customer 0606,SKU-0085,93,delayed
ORD-10607,Customer 0607,SKU-0066,377,confirmed
ORD-10608,Customer 0608,SKU-0087,414,confirmed
ORD-10609,Customer 0609,SKU-0050,99,delayed
ORD-10610,Customer 0610,SKU-0104,433,in_transit
ORD-10611,Customer 0611,SKU-0084,54,in_transit
ORD-10612,Customer 0612,SKU-0025,104,delivered
ORD-10613,Customer 0613,SKU-0123,175,delivered
ORD-10614,Customer 0614,SKU-0002,143,confirmed
ORD-10615,Customer 0615,SKU-0115,395,confirmed
ORD-10616,Customer 0616,SKU-0085,164,in_transit
ORD-10617,Customer 0617,SKU-0147,15,confirmed
ORD-10618,Customer 0618,SKU-0093,364,confirmed
ORD-10619,Customer 0619,SKU-0031,248,confirmed
ORD-10620,Customer 0620,SKU-0104,361,in_transit
ORD-10621,Customer 0621,SKU-0080,363,processing
ORD-10622,Customer 0622,SKU-0076,198,delayed
ORD-10623,Customer 0623,SKU-0057,500,processing
ORD-10624,Customer 0624,SKU-0040,242,delayed
ORD-10625,Customer 0625,SKU-0096,222,delayed
ORD-10626,Customer 0626,SKU-0121,397,in_transit
ORD-10627,Customer 0627,SKU-0056,400,confirmed
ORD-10628,Customer 0628,SKU-0021,279,in_transit
ORD-10629,Customer 0629,SKU-0093,49,delivered
ORD-10630,Customer 0630,SKU-0029,41,delivered
ORD-10631,Customer 0631,SKU-0130,113,in_transit
ORD-10632,Customer 0632,SKU-0039,94,confirmed
ORD-10633,Customer 0633,SKU-0134,236,processing
ORD-10634,Customer 0634,SKU-0053,377,in_transit
ORD-10635,Customer 0635,SKU-0024,470,in_transit
ORD-10636,Customer 0636,SKU-0015,242,processing
ORD-10637,Customer 0637,SKU-0107,243,in_transit
ORD-10638,Customer 0638,SKU-0144,246,delayed
ORD-10639,Customer 0639,SKU-0079,380,processing
ORD-10640,Customer 0640,SKU-0066,428,processing
ORD-10641,Customer 0641,SKU-0056,306,processing
ORD-10642,Customer 0642,SKU-0109,186,delayed
ORD-10643,Customer 0643,SKU-0139,40,delivered
ORD-10644,Customer 0644,SKU-0018,488,in_transit
ORD-10645,Customer 0645,SKU-0074,219,confirmed
ORD-10646,Customer 0646,SKU-0035,402,delayed
ORD-10647,Customer 0647,SKU-0108,201,delivered
ORD-10648,Customer 0648,SKU-0098,239,delivered
ORD-10649,Customer 0649,SKU-0097,202,processing
ORD-10650,Customer 0650,SKU-0139,78,delayed
ORD-10651,Customer 0651,SKU-0090,70,confirmed
ORD-10652,Customer 0652,SKU-0138,211,in_transit
ORD-10653,Customer 0653,SKU-0058,437,processing
ORD-10654,Customer 0654,SKU-0006,162,in_transit
ORD-10655,Customer 0655,SKU-0140,227,in_transit
ORD-10656,Customer 0656,SKU-0059,136,in_transit
ORD-10657,Customer 0657,SKU-0040,151,confirmed
ORD-10658,Customer 0658,SKU-0029,26,delivered
ORD-10659,Customer 0659,SKU-0108,324,delayed
ORD-10660,Customer 0660,SKU-0005,133,confirmed
ORD-10661,Customer 0661,SKU-0026,314,processing
ORD-10662,Customer 0662,SKU-0013,135,delayed
ORD-10663,Customer 0663,SKU-0103,234,confirmed
ORD-10664,Customer 0664,SKU-0056,396,delivered
ORD-10665,Customer 0665,SKU-0015,81,in_transit
ORD-10666,Customer 0666,SKU-0075,129,delivered
ORD-10667,Customer 0667,SKU-0148,173,in_transit
ORD-10668,Customer 0668,SKU-0083,131,confirmed
ORD-10669,Customer 0669,SKU-0037,348,in_transit
ORD-10670,Customer 0670,SKU-0106,163,confirmed
ORD-10671,Customer 0671,SKU-0143,495,in_transit
ORD-10672,Customer 0672,SKU-0045,330,delayed
ORD-10673,Customer 0673,SKU-0143,263,processing
ORD-10674,Customer 0674,SKU-0089,492,delayed
ORD-10675,Customer 0675,SKU-0098,412,in_transit
ORD-10676,Customer 0676,SKU-0107,219,processing
ORD-10677,Customer 0677,SKU-0097,104,delayed
ORD-10678,Customer 0678,SKU-0122,133,delivered
ORD-10679,Customer 0679,SKU-0077,449,delayed
ORD-10680,Customer 0680,SKU-0119,478,processing
ORD-10681,Customer 0681,SKU-0106,223,in_transit
ORD-10682,Customer 0682,SKU-0035,208,confirmed
ORD-10683,Customer 0683,SKU-0053,179,delayed
ORD-10684,Customer 0684,SKU-0116,443,confirmed
ORD-10685,Customer 0685,SKU-0138,380,delivered
ORD-10686,Customer 0686,SKU-0014,147,confirmed
ORD-10687,Customer 0687,SKU-0011,457,processing
ORD-10688,Customer 0688,SKU-0144,121,in_transit
ORD-10689,Customer 0689,SKU-0086,165,delivered
ORD-10690,Customer 0690,SKU-0004,118,delivered
ORD-10691,Customer 0691,SKU-0031,392,delivered
ORD-10692,Customer 0692,SKU-0123,478,confirmed
ORD-10693,Customer 0693,SKU-0053,213,delivered
ORD-10694,Customer 0694,SKU-0142,174,delayed
ORD-10695,Customer 0695,SKU-0098,248,in_transit
ORD-10696,Customer 0696,SKU-0092,167,confirmed
ORD-10697,Customer 0697,SKU-0132,461,in_transit
ORD-10698,Customer 0698,SKU-0026,421,delivered
ORD-10699,Customer 0699,SKU-0121,399,delivered
ORD-10700,Customer 0700,SKU-0053,199,confirmed
ORD-10701,Customer 0701,SKU-0012,298,delivered
ORD-10702,Customer 0702,SKU-0038,18,confirmed
ORD-10703,Customer 0703,SKU-0150,306,delayed
ORD-10704,Customer 0704,SKU-0076,88,confirmed
ORD-10705,Customer 0705,SKU-0059,204,in_transit
ORD-10706,Customer 0706,SKU-0063,265,in_transit
ORD-10707,Customer 0707,SKU-0087,141,delayed
ORD-10708,Customer 0708,SKU-0126,380,delayed
ORD-10709,Customer 0709,SKU-0126,245,confirmed
ORD-10710,Customer 0710,SKU-0091,96,processing
ORD-10711,Customer 0711,SKU-0140,260,confirmed
ORD-10712,Customer 0712,SKU-0139,338,delivered
ORD-10713,Customer 0713,SKU-0135,27,delivered
ORD-10714,Customer 0714,SKU-0020,493,delivered
ORD-10715,Customer 0715,SKU-0013,401,processing
ORD-10716,Customer 0716,SKU-0036,441,delayed
ORD-10717,Customer 0717,SKU-0018,372,confirmed
ORD-10718,Customer 0718,SKU-0056,268,in_transit
ORD-10719,Customer 0719,SKU-0016,326,delayed
ORD-10720,Customer 0720,SKU-0124,347,in_transit
ORD-10721,Customer 0721,SKU-0002,282,in_transit
ORD-10722,Customer 0722,SKU-0004,18,in_transit
ORD-10723,Customer 0723,SKU-0071,284,delivered
ORD-10724,Customer 0724,SKU-0005,267,delivered
ORD-10725,Customer 0725,SKU-0111,422,delivered
ORD-10726,Customer 0726,SKU-0046,64,delivered
ORD-10727,Customer 0727,SKU-0135,86,confirmed
ORD-10728,Customer 0728,SKU-0135,139,delivered
ORD-10729,Customer 0729,SKU-0069,417,confirmed
ORD-10730,Customer 0730,SKU-0096,217,in_transit
ORD-10731,Customer 0731,SKU-0063,366,confirmed
ORD-10732,Customer 0732,SKU-0021,344,delivered
ORD-10733,Customer 0733,SKU-0009,57,in_transit
ORD-10734,Customer 0734,SKU-0097,292,in_transit
ORD-10735,Customer 0735,SKU-0003,369,confirmed
ORD-10736,Customer 0736,SKU-0128,442,in_transit
ORD-10737,Customer 0737,SKU-0085,299,delivered
ORD-10738,Customer 0738,SKU-0025,468,in_transit
ORD-10739,Customer 0739,SKU-0011,127,confirmed
ORD-10740,Customer 0740,SKU-0146,253,confirmed
ORD-10741,Customer 0741,SKU-0020,360,delivered
ORD-10742,Customer 0742,SKU-0140,298,delayed
ORD-10743,Customer 0743,SKU-0046,485,delivered
ORD-10744,Customer 0744,SKU-0005,116,in_transit
ORD-10745,Customer 0745,SKU-0102,485,processing
ORD-10746,Customer 0746,SKU-0042,298,confirmed
ORD-10747,Customer 0747,SKU-0100,356,delivered
ORD-10748,Customer 0748,SKU-0085,206,delayed
ORD-10749,Customer 0749,SKU-0036,414,delivered
ORD-10750,Customer 0750,SKU-0021,266,delayed
ORD-10751,Customer 0751,SKU-0089,37,processing
ORD-10752,Customer 0752,SKU-0060,439,processing
ORD-10753,Customer 0753,SKU-0102,406,confirmed
ORD-10754,Customer 0754,SKU-0070,411,delivered
ORD-10755,Customer 0755,SKU-0126,126,confirmed
ORD-10756,Customer 0756,SKU-0097,231,confirmed
ORD-10757,Customer 0757,SKU-0150,348,confirmed
ORD-10758,Customer 0758,SKU-0076,418,confirmed
ORD-10759,Customer 0759,SKU-0019,52,confirmed
ORD-10760,Customer 0760,SKU-0098,374,delayed
ORD-10761,Customer 0761,SKU-0040,388,confirmed
ORD-10762,Customer 0762,SKU-0093,64,processing
ORD-10763,Customer 0763,SKU-0079,237,confirmed
ORD-10764,Customer 0764,SKU-0070,62,processing
ORD-10765,Customer 0765,SKU-0048,230,in_transit
ORD-10766,Customer 0766,SKU-0143,272,in_transit
ORD-10767,Customer 0767,SKU-0007,55,confirmed
ORD-10768,Customer 0768,SKU-0024,315,in_transit
ORD-10769,Customer 0769,SKU-0084,452,confirmed
ORD-10770,Customer 0770,SKU-0075,221,confirmed
ORD-10771,Customer 0771,SKU-0022,381,delivered
ORD-10772,Customer 0772,SKU-0063,302,in_transit
ORD-10773,Customer 0773,SKU-0098,96,processing
ORD-10774,Customer 0774,SKU-0078,147,in_transit
ORD-10775,Customer 0775,SKU-0017,95,in_transit
ORD-10776,Customer 0776,SKU-0108,163,in_transit
ORD-10777,Customer 0777,SKU-0020,194,confirmed
ORD-10778,Customer 0778,SKU-0064,379,delayed
ORD-10779,Customer 0779,SKU-0051,244,processing
ORD-10780,Customer 0780,SKU-0078,13,delivered
ORD-10781,Customer 0781,SKU-0086,440,delayed
ORD-10782,Customer 0782,SKU-0085,235,confirmed
ORD-10783,Customer 0783,SKU-0035,163,confirmed
ORD-10784,Customer 0784,SKU-0052,255,confirmed
ORD-10785,Customer 0785,SKU-0102,173,confirmed
ORD-10786,Customer 0786,SKU-0126,304,delayed
ORD-10787,Customer 0787,SKU-0084,202,confirmed
ORD-10788,Customer 0788,SKU-0101,196,processing
ORD-10789,Customer 0789,SKU-0145,112,in_transit
ORD-10790,Customer 0790,SKU-0140,102,delayed
ORD-10791,Customer 0791,SKU-0141,23,delivered
ORD-10792,Customer 0792,SKU-0119,492,delayed
ORD-10793,Customer 0793,SKU-0113,418,confirmed
ORD-10794,Customer 0794,SKU-0018,429,delivered
ORD-10795,Customer 0795,SKU-0105,354,in_transit
ORD-10796,Customer 0796,SKU-0078,133,confirmed
ORD-10797,Customer 0797,SKU-0040,376,in_transit
ORD-10798,Customer 0798,SKU-0097,47,in_transit
ORD-10799,Customer 0799,SKU-0123,308,in_transit
ORD-10800,Customer 0800,SKU-0130,482,delivered
ORD-10801,Customer 0801,SKU-0108,288,processing
ORD-10802,Customer 0802,SKU-0093,369,delivered
ORD-10803,Customer 0803,SKU-0138,314,delayed
ORD-10804,Customer 0804,SKU-0022,65,delayed
ORD-10805,Customer 0805,SKU-0091,95,delayed
ORD-10806,Customer 0806,SKU-0012,298,delivered
ORD-10807,Customer 0807,SKU-0103,395,confirmed
ORD-10808,Customer 0808,SKU-0111,64,processing
ORD-10809,Customer 0809,SKU-0067,123,in_transit
ORD-10810,Customer 0810,SKU-0133,295,in_transit
ORD-10811,Customer 0811,SKU-0148,123,in_transit
ORD-10812,Customer 0812,SKU-0101,247,delayed
ORD-10813,Customer 0813,SKU-0129,87,confirmed
ORD-10814,Customer 0814,SKU-0007,257,processing
ORD-10815,Customer 0815,SKU-0107,481,delivered
ORD-10816,Customer 0816,SKU-0030,435,delivered
ORD-10817,Customer 0817,SKU-0037,188,confirmed
ORD-10818,Customer 0818,SKU-0117,411,confirmed
ORD-10819,Customer 0819,SKU-0124,188,in_transit
ORD-10820,Customer 0820,SKU-0113,379,delayed
ORD-10821,Customer 0821,SKU-0082,44,confirmed
ORD-10822,Customer 0822,SKU-0030,21,delivered
ORD-10823,Customer 0823,SKU-0028,356,delivered
ORD-10824,Customer 0824,SKU-0063,274,confirmed
ORD-10825,Customer 0825,SKU-0041,179,in_transit
ORD-10826,Customer 0826,SKU-0119,128,delayed
ORD-10827,Customer 0827,SKU-0048,105,delayed
ORD-10828,Customer 0828,SKU-0111,212,processing
ORD-10829,Customer 0829,SKU-0051,240,in_transit
ORD-10830,Customer 0830,SKU-0100,12,delayed
ORD-10831,Customer 0831,SKU-0053,152,delayed
ORD-10832,Customer 0832,SKU-0017,305,processing
ORD-10833,Customer 0833,SKU-0138,105,confirmed
ORD-10834,Customer 0834,SKU-0051,244,processing
ORD-10835,Customer 0835,SKU-0126,280,delivered
ORD-10836,Customer 0836,SKU-0081,315,confirmed
ORD-10837,Customer 0837,SKU-0101,310,processing
ORD-10838,Customer 0838,SKU-0091,442,in_transit
ORD-10839,Customer 0839,SKU-0045,426,delayed
ORD-10840,Customer 0840,SKU-0077,480,delayed
ORD-10841,Customer 0841,SKU-0022,354,processing
ORD-10842,Customer 0842,SKU-0031,132,confirmed
ORD-10843,Customer 0843,SKU-0047,201,delayed
ORD-10844,Customer 0844,SKU-0131,208,in_transit
ORD-10845,Customer 0845,SKU-0036,304,confirmed
ORD-10846,Customer 0846,SKU-0048,259,delayed
ORD-10847,Customer 0847,SKU-0045,294,confirmed
ORD-10848,Customer 0848,SKU-0074,81,confirmed
ORD-10849,Customer 0849,SKU-0116,327,processing
ORD-10850,Customer 0850,SKU-0092,497,processing
ORD-10851,Customer 0851,SKU-0035,109,delivered
ORD-10852,Customer 0852,SKU-0144,268,delayed
ORD-10853,Customer 0853,SKU-0105,360,in_transit
ORD-10854,Customer 0854,SKU-0114,260,confirmed
ORD-10855,Customer 0855,SKU-0145,25,delayed
ORD-10856,Customer 0856,SKU-0057,159,processing
ORD-10857,Customer 0857,SKU-0058,285,confirmed
ORD-10858,Customer 0858,SKU-0118,299,delayed
ORD-10859,Customer 0859,SKU-0127,291,in_transit
ORD-10860,Customer 0860,SKU-0147,68,confirmed
ORD-10861,Customer 0861,SKU-0140,431,delivered
ORD-10862,Customer 0862,SKU-0139,431,delayed
ORD-10863,Customer 0863,SKU-0113,289,confirmed
ORD-10864,Customer 0864,SKU-0109,62,delayed
ORD-10865,Customer 0865,SKU-0064,162,delivered
ORD-10866,Customer 0866,SKU-0009,240,confirmed
ORD-10867,Customer 0867,SKU-0023,234,delivered
ORD-10868,Customer 0868,SKU-0031,407,delivered
ORD-10869,Customer 0869,SKU-0054,425,delayed
ORD-10870,Customer 0870,SKU-0090,450,delayed
ORD-10871,Customer 0871,SKU-0110,94,delayed
ORD-10872,Customer 0872,SKU-0053,426,confirmed
ORD-10873,Customer 0873,SKU-0016,301,confirmed
ORD-10874,Customer 0874,SKU-0072,315,in_transit
ORD-10875,Customer 0875,SKU-0083,370,confirmed
ORD-10876,Customer 0876,SKU-0147,146,delivered
ORD-10877,Customer 0877,SKU-0132,470,delayed
ORD-10878,Customer 0878,SKU-0025,79,delivered
ORD-10879,Customer 0879,SKU-0106,480,processing
ORD-10880,Customer 0880,SKU-0071,453,delayed
ORD-10881,Customer 0881,SKU-0034,137,processing
ORD-10882,Customer 0882,SKU-0083,434,confirmed
ORD-10883,Customer 0883,SKU-0101,260,processing
ORD-10884,Customer 0884,SKU-0069,331,in_transit
ORD-10885,Customer 0885,SKU-0116,48,delayed
ORD-10886,Customer 0886,SKU-0024,216,in_transit
ORD-10887,Customer 0887,SKU-0072,365,delivered
ORD-10888,Customer 0888,SKU-0095,242,delivered
ORD-10889,Customer 0889,SKU-0084,307,processing
ORD-10890,Customer 0890,SKU-0024,384,delivered
ORD-10891,Customer 0891,SKU-0092,445,processing
ORD-10892,Customer 0892,SKU-0137,213,confirmed
ORD-10893,Customer 0893,SKU-0110,432,confirmed
ORD-10894,Customer 0894,SKU-0069,175,delivered
ORD-10895,Customer 0895,SKU-0087,290,in_transit
ORD-10896,Customer 0896,SKU-0145,446,in_transit
ORD-10897,Customer 0897,SKU-0088,467,delayed
ORD-10898,Customer 0898,SKU-0013,33,processing
ORD-10899,Customer 0899,SKU-0118,18,processing
ORD-10900,Customer 0900,SKU-0041,235,in_transit
ORD-10901,Customer 0901,SKU-0110,113,delivered
ORD-10902,Customer 0902,SKU-0034,461,delayed
ORD-10903,Customer 0903,SKU-0041,457,delivered
ORD-10904,Customer 0904,SKU-0071,57,delayed
ORD-10905,Customer 0905,SKU-0065,52,confirmed
ORD-10906,Customer 0906,SKU-0043,36,confirmed
ORD-10907,Customer 0907,SKU-0079,381,delayed
ORD-10908,Customer 0908,SKU-0060,229,delayed
ORD-10909,Customer 0909,SKU-0025,10,confirmed
ORD-10910,Customer 0910,SKU-0020,77,in_transit
ORD-10911,Customer 0911,SKU-0133,358,in_transit
ORD-10912,Customer 0912,SKU-0003,366,confirmed
ORD-10913,Customer 0913,SKU-0031,450,in_transit
ORD-10914,Customer 0914,SKU-0034,254,processing
ORD-10915,Customer 0915,SKU-0099,55,delayed
ORD-10916,Customer 0916,SKU-0027,62,confirmed
ORD-10917,Customer 0917,SKU-0077,80,confirmed
ORD-10918,Customer 0918,SKU-0035,338,delivered
ORD-10919,Customer 0919,SKU-0037,45,in_transit
ORD-10920,Customer 0920,SKU-0003,322,delayed
ORD-10921,Customer 0921,SKU-0113,189,delayed
ORD-10922,Customer 0922,SKU-0039,480,in_transit
ORD-10923,Customer 0923,SKU-0114,450,confirmed
ORD-10924,Customer 0924,SKU-0026,81,delayed
ORD-10925,Customer 0925,SKU-0099,189,delivered
ORD-10926,Customer 0926,SKU-0081,415,processing
ORD-10927,Customer 0927,SKU-0071,340,processing
ORD-10928,Customer 0928,SKU-0142,317,delayed
ORD-10929,Customer 0929,SKU-0073,408,delivered
ORD-10930,Customer 0930,SKU-0007,444,delivered
ORD-10931,Customer 0931,SKU-0078,115,in_transit
ORD-10932,Customer 0932,SKU-0131,106,delayed
ORD-10933,Customer 0933,SKU-0076,340,processing
ORD-10934,Customer 0934,SKU-0062,263,confirmed
ORD-10935,Customer 0935,SKU-0062,265,delayed
ORD-10936,Customer 0936,SKU-0019,280,delivered
ORD-10937,Customer 0937,SKU-0004,194,delivered
ORD-10938,Customer 0938,SKU-0034,208,delivered
ORD-10939,Customer 0939,SKU-0146,225,confirmed
ORD-10940,Customer 0940,SKU-0045,400,in_transit
ORD-10941,Customer 0941,SKU-0019,18,in_transit
ORD-10942,Customer 0942,SKU-0004,144,confirmed
ORD-10943,Customer 0943,SKU-0016,495,delayed
ORD-10944,Customer 0944,SKU-0130,156,delayed
ORD-10945,Customer 0945,SKU-0129,402,in_transit
ORD-10946,Customer 0946,SKU-0103,52,delayed
ORD-10947,Customer 0947,SKU-0138,325,confirmed
ORD-10948,Customer 0948,SKU-0022,168,processing
ORD-10949,Customer 0949,SKU-0053,423,confirmed
ORD-10950,Customer 0950,SKU-0084,210,in_transit
ORD-10951,Customer 0951,SKU-0017,168,delayed
ORD-10952,Customer 0952,SKU-0062,39,confirmed
ORD-10953,Customer 0953,SKU-0112,69,in_transit
ORD-10954,Customer 0954,SKU-0015,168,delayed
ORD-10955,Customer 0955,SKU-0045,71,processing
ORD-10956,Customer 0956,SKU-0036,369,processing
ORD-10957,Customer 0957,SKU-0128,497,confirmed
ORD-10958,Customer 0958,SKU-0133,410,delivered
ORD-10959,Customer 0959,SKU-0067,95,confirmed
ORD-10960,Customer 0960,SKU-0069,385,delivered
ORD-10961,Customer 0961,SKU-0008,181,delivered
ORD-10962,Customer 0962,SKU-0070,278,processing
ORD-10963,Customer 0963,SKU-0148,331,processing
ORD-10964,Customer 0964,SKU-0117,271,confirmed
ORD-10965,Customer 0965,SKU-0128,449,in_transit
ORD-10966,Customer 0966,SKU-0095,90,confirmed
ORD-10967,Customer 0967,SKU-0027,467,in_transit
ORD-10968,Customer 0968,SKU-0030,126,delayed
ORD-10969,Customer 0969,SKU-0001,32,delivered
ORD-10970,Customer 0970,SKU-0004,135,processing
ORD-10971,Customer 0971,SKU-0094,206,delivered
ORD-10972,Customer 0972,SKU-0046,486,delivered
ORD-10973,Customer 0973,SKU-0010,293,delivered
ORD-10974,Customer 0974,SKU-0108,124,confirmed
ORD-10975,Customer 0975,SKU-0107,478,delayed
ORD-10976,Customer 0976,SKU-0070,432,processing
ORD-10977,Customer 0977,SKU-0096,71,in_transit
ORD-10978,Customer 0978,SKU-0014,101,confirmed
ORD-10979,Customer 0979,SKU-0133,33,delivered
ORD-10980,Customer 0980,SKU-0018,459,in_transit
ORD-10981,Customer 0981,SKU-0073,406,delivered
ORD-10982,Customer 0982,SKU-0084,54,in_transit
ORD-10983,Customer 0983,SKU-0003,198,confirmed
ORD-10984,Customer 0984,SKU-0145,411,confirmed
ORD-10985,Customer 0985,SKU-0063,247,confirmed
ORD-10986,Customer 0986,SKU-0127,405,delayed
ORD-10987,Customer 0987,SKU-0140,399,delayed
ORD-10988,Customer 0988,SKU-0039,13,delivered
ORD-10989,Customer 0989,SKU-0007,129,in_transit
ORD-10990,Customer 0990,SKU-0003,496,confirmed
ORD-10991,Customer 0991,SKU-0097,444,delayed
ORD-10992,Customer 0992,SKU-0079,63,confirmed
ORD-10993,Customer 0993,SKU-0061,224,in_transit
ORD-10994,Customer 0994,SKU-0016,82,delayed
ORD-10995,Customer 0995,SKU-0024,32,delivered
ORD-10996,Customer 0996,SKU-0134,221,delayed
ORD-10997,Customer 0997,SKU-0096,244,delivered
ORD-10998,Customer 0998,SKU-0022,307,processing
ORD-10999,Customer 0999,SKU-0035,336,delivered
ORD-11000,Customer 1000,SKU-0020,313,in_transit
